Company Name,CUSIP,Sedol,Sector,Industry,Instrument type,Country,Currency,Exchange Name,Latest Price,180D Annualized Std Dev.,Simple Tot Ret (USD) Last Mo,LTM Total Return,LTM Total Return S&P 500,Last 12 Month Excess Return,3y ALPHA Rel to Loc Idx,In Buy List,S&P 500 60M Std Dev,Bid Price,Ask Price,22D ADV ($MM),5000L by MCAP ($MM),Max Score,Min Score,1 Mo Fwd Return,V&M Model Score,V&M Score (IQR),PEG Model Score (W),PEG Model Score (IQR),Multi Factor Model Score (W),Multi Factor Model Score (IQR),"N(0,1) Model Score","N(0,Sigma) Model Score",END OUTPUT,PERFORMANCE,Closing Price 3/21/25,Closing Price 11/28/23,Price Date 11/28/23,Last Traded Price,Price Date (Last),Closing Price,Closing Price Date (YYMMDD),Divs Earned over Dates,Calculated 1M Fwd Total Return,MODEL 1: VAL & MOM,Value & Momentum Score (W),Modified Val & Mom Score (W),Value & Momentum Score (IQR),Modified Val & Mom Score (IQR),MODEL 2: PEG,LTM EPS,Closing Price,FE Eps Mean Annual_Roll,FE Eps Mean Annual_Roll +5Y,5yr Proj EPS growth,PEG NEW 5YR PROJ. GRWTH,PEG NEW 5YR PROJ. GRWTH STDev,PEG New 5 Yr Proj Grth Windsor,1/PEG NEW 5YR PROJ. GRWTH,"1/PEG Avail(Est,Hist)","1/PEG Avail(Est,Hist)",Earns Per Share -5Y,Earns Per Share LTM,5yr Hist Growth,PEG NEW HIST GRWTH,PEG NEW HIST GRWTH STDev,PEG NEW HIST GRWTH Windsor,1/PEG NEW HIST GRWTH,Co Inter- quar- tile,1/PEG New Hist Grth (IQR),Final 1/PEG (W),Final 1/PEG (IQR),1/PEG Score (W),1/PEG Score (IQR),Modified PEG Score (W),Modified PEG Score (IQR),MODEL 3 FACTOR 1 PEG,1/PEG (W),PEG Score (W),1/PEG (IQR),PEG Score (IQR),MODEL 3 FACTOR 2 VALUE,BV Per Sh,Closing Price,B/P,B/P STDev,B/P Windsor,Value Score (W),Co Inter- quar- tile,Value Score (IQR),MODEL 3 FACTOR 3 MOMENTUM,Compound Tot Ret (LOCAL),Compound Tot Ret (LOCAL) STDev,Compound Tot Ret (LOCAL) Windsor,Momentum Score (W),Co Inter- quar- tile,Momentum Score (IQR),MODEL 3 FACTOR 4 EPS SURPRISE,FE Surp Amount Eps Quarterly_Roll,FE Surp Amount Eps Quarterly_Roll STDev,FE Surp Amount Eps Quarterly_Roll Winsdor,Earnings Surprise Score (W),Co Inter- quar- tile,Earnings Surprise Score (IQR),MODEL 3 FACTOR 5 QUALITY,Ret on Avg Total Equity,Ret on Avg Total Assets,Net Income Margin,Ret on Avg Total Equity STDev,Ret on Avg Total Assets STDev,Net Income Margin STDev,Ret on Avg Total Equity (W),Ret on Avg Total Assets (W),Net Income Margin (W),ROE Score,ROA Score,Net Margin Score,Co Inter- quar- tile,Co Inter- quar- tile,Co Inter- quar- tile,Ret on Avg Total Equity (IQR),Ret on Avg Total Assets (IQR),Net Income Margin (IQR),Profitability Score (W),Profitability Score (IQR),5 yr Chg GP/Sales,5 yr Chg GP/Sales STDev,5 yr Chg GP/Sales Windsor,Chg in GP/Sales Score (W),Co Inter- quar- tile,Chg in GP/Sales Score (IQR),5yr chg Net Inc/BV,5yr chg Net Inc/BV STDev,5yr chg Net Inc/BV Windsor,Chg in NI/BV Score (W),Co Inter- quar- tile,Chg in NI/BV Score (IQR),5 yr Chg NI/Assets,5 yr Chg NI/Assets STDev,5 yr Chg NI/Assets Windsor,Chg in NI/Assets Score (W),Co Inter- quar- tile,Chg in NI/Assets Score (IQR),Growth Score (W),Growth Score (IQR),Cash Divs Pd Cmn CF/NI,Cash Divs Pd Cmn CF/NI STDev,Cash Divs Pd Cmn CF/NI Windsor,Div Pd Score (W),Div Pd Score (W),Common Shares Outstdg Curr,Common Shares Outstdg -1y,Pct Chg Shs Out,Pct Chg Shs Out STDev,Pct Chg Shs Out Windsor,Chg Shs Outstdg Score (W),Co Inter- quar- tile,Chg Shs Outstdg Score (IQR),Payout Score (W),Payout Score (IQR),Total Debt% Total Equity,Total Debt% Total Equity STDev,Total Debt% Total Equity Windsor,D/E Score (W),Co Inter- quar- tile,D/E Score (IQR),Pretax Int Cov,Pretax Int Cov STDev,Pretax Int Cov Windsor,PreTax Int Cov Score (W),Co Inter- quar- tile,PreTax Int Cov Score (IQR),Safety Score (W),Safety Score (IQR),Quality Score (W),Quality Score (IQR),MODEL 3 FACTOR 6 ACCRUAL,Change in Total Current Assets Q,Change in Cash,Change in Total Current Liabs Q,Change in ST Debt Q,Inc/Dec in Taxes Payable CF,Depr Exp,Accrual/ Total Assets,Accrual STDev,Accrual Windsor,Norm Accrual Score (W),Co Inter- quar- tile,Norm Accrual Score (IQR),MODEL 3 FACTOR 7 BETA,5 yr Beta,5 yr Beta STDev,5 yr Beta Windsor,Norm Beta (W),Co Inter- quar- tile,Norm Beta (IQR),MODEL 3 FINAL SCORE,Final Model Score (W),Modified Final Model 3 Score (W),Final Model Score (IQR),Modified Final Model 3 Score (IQR),MODEL N (0 1),Random,Random -1/2,N(0 1) Score,MODEL N (0 SIGMA),60 Mo Std Dev,U1,U2,Pi,Theta,R,X,X*Std Dev,X*Std Dev STDev,X*Std Dev Windsor,N(0 sigma) Score,N(0 sigma) Score,Port_Shares,10 Day Std Dev,10D ADV ($MM),10D ADV Shares (MM),22D ADV Shares (MM),Total Assets,Accruals- Formula,GICS Sector Name,Ticker
Apple Inc.,037833100,2046251,Electronic Technology,Telecommunications Equipment,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,218.27,23.3716,2.580512,27.96925,8.127975,19.84128,0.194922,1,8.222224,218.2,218.36,12390.1,3278868,3,-3,-12.65405,-0.3164004,-0.07764581,-0.0245211,-0.1366008,-0.1453319,-0.2071538,1.975773,0.1189154,,,218.27,190.4,20231128,218.27,20250321,190.4,231128,0.25,-12.65405,,-0.3164004,-0.3164004,-0.07764581,-0.07764581,,6.2904,218.27,7.313283,12.18667,10.75275,3.22698,147.8428,3.22698,0.3098873,0.3098873,,2.9714,6.0836,15.40906072,2.251851,45.41075,2.251851,0.4440792,0.4440792,2.251851,0.3098873,0.3098873,-0.0245211,-0.1366008,-0.0245211,-0.1366008,,0.3098873,-0.0245211,0.3098873,-0.1366008,,3.76734,218.27,0.01726,4.863855,0.01726,-0.6593418,0.01726,-1.051538,,43.96322,2688.5,43.96322,0.02654097,43.96322,0.8962461,,0.9021717,34.70097,0.9021717,-0.006823562,0.9021717,-0.08141177,,136.5204674,27.56597988,23.97125577,1941.935183,213.0622835,47824.6406,136.5204674,27.56597988,23.97125577,0.499590219,0.700540414,0.067203844,,27.56597988,23.97125577,,3.119577056,1.054830693,0.4224448,2.087204,0.314701272,240.7174375,0.314701272,-0.070873893,0.314701272,0.032667743,0.431392284,2145.681595,0.431392284,0.017688192,0.431392284,1.395074768,0.113390954,1548.67417,0.113390954,0.047889055,0.113390954,0.955426348,-0.001765548,0.7943896,0.15876235,43.73224603,0.15876235,-0.099384991,-0.099384991,15116.786,15550.061,1.227263197,10.45427227,1.227263197,0.439201682,1.227263197,0.840676125,0.1699083,0.3706456,144.9998502,686.6459003,144.9998502,-0.02377382,-144.9998502,-0.654070552,,2056.451986,,,,,-0.02377382,-0.6540706,0.4060422,0.6666812,,-19747,-11396,-32027,-9668,0,3080,0.031759594,0.252974484,0.031759594,-0.768042788,0.031759594,-1.746378649,,1.178564,252.2642,1.178564,0.008822438,1.178564,0.002924878,,-0.1453319,-0.1453319,-0.2071538,-0.1453319,,0.3642743,0.3292955,1.975773,,28.43518,0.7836834,0.5322073,3.141592654,4.924028,1.12314,0.2359297,6.708704,53.33313,6.708704,0.1189154,,1,2.306162,13411.64,62.01139,53.95646,344085,0.031759594,@NA,AAPL
Microsoft Corporation,594918104,2588173,Technology Services,Packaged Software,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,391.26,22.37318,-4.153621,-8.185035,8.127975,-16.31301,0.0670535,1,8.222224,391.26,391.31,9788.505,2908620,3,-3,-1.975673,-0.3366008,-0.6291649,-0.02442021,-0.08281451,-0.1226731,-0.07994978,2.948977,0.1686982,,,391.26,382.7,20231128,391.26,20250321,382.7,231128,0.8299999,-1.975673,,-0.3366008,-0.3366008,-0.6291649,-0.6291649,,12.4156,391.26,13.15488,23.3,12.11244,2.601754,147.8428,2.601754,0.3843561,0.3843561,,5.06,11.8002,18.45346528,1.707732,45.41075,1.707732,0.5855719,0.5855719,1.707732,0.3843561,0.3843561,-0.02442021,-0.08281451,-0.02442021,-0.08281451,,0.3843561,-0.02442021,0.3843561,-0.08281451,,36.11474,391.26,0.09230369,4.863855,0.09230369,-0.5626824,0.09230369,-0.895317,,-4.207474,2688.5,-4.207474,-0.1105191,-4.207474,-0.3630129,,1.818198,34.70097,1.818198,0.0900845,1.818198,0.2024788,,34.2907001,18.46770789,35.95597294,1941.935183,213.0622835,47824.6406,34.2907001,18.46770789,35.95597294,0.12763333,0.493059599,0.069229429,34.2907001,18.46770789,35.95597294,1.356522947,1.960964589,1.842968392,0.2299741,1.720152,0.787288945,240.7174375,0.787288945,-0.056719505,0.787288945,1.100001286,0.439809555,2145.681595,0.439809555,0.017714885,0.439809555,1.426917649,0.171244793,1548.67417,0.171244793,0.048123266,0.171244793,1.586952654,0.003039548,1.371291,0.246792453,43.73224603,0.246792453,-0.075309688,-0.075309688,7434,7432,-0.011685577,10.45427227,-0.011685577,0.228826554,-0.011685577,0.09169792,0.07675843,0.008194116,33.99758833,686.6459003,33.99758833,0.374074406,-33.99758833,0.561665363,43.97123646,2056.451986,43.97123646,0.093705149,,,0.2338898,0.5616654,0.1138045,0.9704836,,-2846,-6873,-6318,3767,-3661,6827,0.006787813,0.252974484,0.006787813,-0.374848855,0.006787813,-0.811383537,,0.914269,252.2642,0.914269,0.009870128,0.914269,0.419917,,-0.1226731,-0.1226731,-0.07994978,-0.1226731,,0.2389034,0.4914961,2.948977,,22.22522,0.2088913,0.2639796,3.141592654,1.312503,1.632105,0.4168904,9.265482,53.33313,9.265482,0.1686982,,1,1.63912,9515.318,24.71929,24.94418,533898,0.006787813,@NA,MSFT
NVIDIA Corporation,67066G104,2379504,Electronic Technology,Semiconductors,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,117.7,57.80933,4.039311,28.76676,8.127975,20.63879,3.54334,1,8.222224,117.62,117.65,36882.03,2871880,3,-3,-59.36193,-0.3053815,-0.02651143,-0.02463923,-0.1995794,-0.1601651,-0.2737577,-0.8246162,-0.3686378,,,117.7,47.821,20231128,117.7,20250321,47.821,231128,0.01000001,-59.36193,,-0.3053815,-0.3053815,-0.02651143,-0.02651143,,2.9395,117.7,4.540836,6.96,8.916748,4.490519,147.8428,4.490519,0.2226914,0.2226914,,0.1131,2.9382,91.83319051,0.4360169,45.41075,0.4360169,2.293489,2.293489,0.4360169,0.2226914,0.2226914,-0.02463923,-0.1995794,-0.02463923,-0.1995794,,0.2226914,-0.02463923,0.2226914,-0.1995794,,3.24088,117.7,0.02753509,4.863855,0.02753509,-0.646107,0.02753509,-1.030148,,47.05709,2688.5,47.05709,0.03534396,47.05709,0.9771249,,1.644803,34.70097,1.644803,0.07174077,1.644803,0.1487412,,119.1774662,82.19749731,55.84802716,1941.935183,213.0622835,47824.6406,119.1774662,82.19749731,55.84802716,0.436488747,1.946380482,0.072591464,,,55.84802716,,,3.151107551,0.8184869,3.151108,8.479025463,240.7174375,8.479025463,0.173654297,,,5.742782473,2145.681595,5.742782473,0.03453175,,,4.047646549,1548.67417,4.047646549,0.063816158,,,0.0906674,,0.011443469,43.73224603,0.011443469,-0.139675149,-0.139675149,24477,24640,0.288251564,10.45427227,0.288251564,0.279756274,0.288251564,0.273018073,0.07004056,0.06667146,12.94641169,686.6459003,12.94641169,0.44952488,-12.94641169,0.792225273,329.7732794,2056.451986,329.7732794,0.647692204,,,0.5486085,0.7922253,0.4365036,1.407696,,12486,4723,1568,15,-475,543,0.046522881,0.252974484,0.046522881,-1.000498561,0.046522881,-2.299146616,,1.764154,252.2642,1.764154,0.0065011,1.764154,-0.9209927,,-0.1601651,-0.1601651,-0.2737577,-0.1601651,,0.6509005,-0.137436,-0.8246162,,50.25013,0.6110062,0.8929136,3.141592654,3.839065,0.4759525,-0.3648024,-18.33137,53.33313,-18.33137,-0.3686378,,1,3.56453,34327.12,296.578,307.8342,111601,0.046522881,@NA,NVDA
"Amazon.com, Inc.",023135106,2000019,Retail Trade,Internet Retail,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,196.21,29.78554,-10.68664,10.13753,8.127975,2.009559,-0.0235707,1,8.222224,196.16,196.19,9575.699,2079380,3,-3,-25.06499,-0.270762,-0.2450754,-0.02426749,-0.001398384,0.01259524,0.3806843,2.197088,-0.1990842,,,196.21,147.03,20231128,196.21,20250321,147.03,231128,0,-25.06499,,-0.270762,-0.270762,-0.2450754,-0.2450754,,5.522,196.21,6.347811,14.31571,17.66243,2.011751,147.8428,2.011751,0.4970794,0.4970794,,1.1496,5.5264,36.89232893,0.9631383,45.41075,0.9631383,1.038273,1.038273,0.9631383,0.4970794,0.4970794,-0.02426749,-0.001398384,-0.02426749,-0.001398384,,0.4970794,-0.02426749,0.4970794,-0.001398384,,26.99613,196.21,0.1375879,4.863855,0.1375879,-0.5043545,0.1375879,-0.8010474,,21.57172,2688.5,21.57172,-0.03716956,21.57172,0.3108965,,3.546377,34.70097,3.546377,0.2729117,3.546377,0.738068,,24.28968217,10.27943662,9.287117197,1941.935183,213.0622835,47824.6406,24.28968217,10.27943662,9.287117197,0.091245225,0.306330822,0.064722019,24.28968217,10.27943662,9.287117197,0.852798533,0.918235464,0.089173929,0.1540994,0.6200693,0.81166896,240.7174375,0.81166896,-0.055989304,0.81166896,1.155063256,0.767966939,2145.681595,0.767966939,0.018755543,0.767966939,2.668350393,0.211589004,1548.67417,0.211589004,0.048286592,0.211589004,2.027345739,0.003684277,1.950253,0,43.73224603,0,-0.142804817,-0.142804817,10593,10383,-0.869611827,10.45427227,-0.869611827,0.083149551,-0.869611827,-0.426941815,-0.02982763,-0.2848733,51.69703116,686.6459003,51.69703116,0.310637032,-51.69703116,0.367814824,28.82626766,2056.451986,28.82626766,0.064348758,28.82626766,3.608145291,0.1874929,1.98798,-0.1310838,1.160363,,15075,13098,17954,996,0,15631,-0.048987508,0.252974484,-0.048987508,0.503363163,-0.048987508,1.276959838,,1.192493,252.2642,1.192493,0.008767222,1.192493,-0.01905167,,0.01259524,0.01259524,0.3806843,0.01259524,,0.05698277,0.3661813,2.197088,,33.12988,0.276623,0.2183142,3.141592654,1.738073,1.744603,-0.2904727,-9.623327,53.33313,-9.623327,-0.1990842,,1,1.651348,9111.921,46.5578,47.08038,624894,-0.048987508,@NA,AMZN
Meta Platforms Inc Class A,30303M102,B7TL820,Technology Services,Internet Software/Services,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,596.25,31.07391,-3.044194,17.85017,8.127975,9.722197,2.99072,1,8.222224,596.24,596.31,10889.83,1305727,3,-3,-43.05828,-0.2624349,-0.08709747,-0.02435609,-0.04863343,0.003853152,0.2874871,-2.106358,0.6372728,,,596.25,338.99,20231128,596.25,20250321,338.99,231128,0.5250001,-43.05828,,-0.2624349,-0.2624349,-0.08709747,-0.08709747,,23.9225,596.25,25.19335,41.994,10.75932,2.316526,147.8428,2.316526,0.4316809,0.4316809,,6.4273,23.8562,29.99137546,0.8310467,45.41075,0.8310467,1.203302,1.203302,0.8310467,0.4316809,0.4316809,-0.02435609,-0.04863343,-0.02435609,-0.04863343,,0.4316809,-0.02435609,0.4316809,-0.04863343,,72.07459,596.25,0.1208798,4.863855,0.1208798,-0.5258752,0.1208798,-0.8358291,,34.98856,2688.5,34.98856,0.00100537,34.98856,0.6616342,,5.211374,34.70097,5.211374,0.4490547,5.211374,1.254076,,37.14060243,24.66396534,37.90858414,1941.935183,213.0622835,47824.6406,37.14060243,24.66396534,37.90858414,0.138002529,0.634361656,0.069559447,37.14060243,24.66396534,37.90858414,1.500064873,2.75002224,1.971375803,0.2806412,2.073821,1.219273802,240.7174375,1.219273802,-0.043781205,1.219273802,2.075633862,0.434173794,2145.681595,0.434173794,0.017697013,0.434173794,1.405597333,0.328957234,1548.67417,0.328957234,0.048761735,0.328957234,3.308524757,0.007559181,2.263252,0.081334189,43.73224603,0.081334189,-0.120560776,-0.120560776,2534,2561,0.460296792,10.45427227,0.460296792,0.30896978,0.460296792,0.377024089,0.0942045,0.1282317,27.2502286,686.6459003,27.2502286,0.398257923,-27.2502286,0.635564826,97.71568627,2056.451986,97.71568627,0.197881205,,,0.2980696,0.6355648,0.2616417,1.320402,,8978,7178,266,2,735,4460,-0.007929608,0.252974484,-0.007929608,-0.143115251,-0.007929608,-0.260332848,,1.23043,252.2642,1.23043,0.008616836,1.23043,-0.07890701,,0.003853152,0.003853152,0.2874871,0.003853152,,0.008051614,-0.3510597,-2.106358,,41.57156,0.1016052,0.6074955,3.141592654,0.6384043,0.9984093,0.8017703,33.33084,53.33313,33.33084,0.6372728,,1,2.825574,11332,18.96547,17.25514,276054,-0.007929608,@NA,META
Alphabet Inc. Class A,02079K305,BYVY8G0,Technology Services,Internet Software/Services,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,163.99,29.15258,-16.53759,11.64238,8.127975,3.514409,0.0723702,1,8.222224,163.99,164.01,5942.265,956553.7,3,-3,-16.21441,-0.2539796,-0.2115825,-0.02408242,0.09726106,-0.01602701,0.1447009,0.8451144,-0.3973778,,,163.99,137.2,20231128,163.99,20250321,137.2,231128,0.2,-16.21441,,-0.2539796,-0.2539796,-0.2115825,-0.2115825,,8.046,163.99,8.924885,16.382,12.91531,1.578092,147.8428,1.578092,0.6336765,0.6336765,,2.4581,8.0435,26.75616871,0.7617517,45.41075,0.7617517,1.312764,1.312764,0.7617517,0.6336765,0.6336765,-0.02408242,0.09726106,-0.02408242,0.09726106,,0.6336765,-0.02408242,0.6336765,0.09726106,,26.62223,163.99,0.1623406,4.863855,0.1623406,-0.472472,0.1623406,-0.7495191,,22.16302,2688.5,22.16302,-0.03548713,22.16302,0.3263541,,0.333879,34.70097,0.333879,-0.06694426,0.333879,-0.2575344,,32.90849238,23.48401685,28.62092525,1941.935183,213.0622835,47824.6406,32.90849238,23.48401685,28.62092525,0.12260425,0.607453615,0.067989703,32.90849238,23.48401685,28.62092525,1.286904856,2.599762605,1.360601764,0.2660159,1.74909,0.730059107,240.7174375,0.730059107,-0.058433586,0.730059107,0.97074839,0.326520682,2145.681595,0.326520682,0.017355622,0.326520682,0.998341229,0.238393818,1548.67417,0.238393818,0.048395106,0.238393818,2.319944218,0.002439047,1.429678,0.073543219,43.73224603,0.073543219,-0.122691524,-0.122691524,12211,12460,0.876681108,10.45427227,0.876681108,0.379672383,0.876681108,0.628739725,0.1284904,0.2530241,8.655301399,686.6459003,8.655301399,0.464904842,-8.655301399,0.8392230257390491,245.7813853,2056.451986,245.7813853,0.484885733,,,0.4748953,0.839223,0.4050078,1.099416,,6170,2427,8319,-1217,266,4205,-0.02161437,0.252974484,-0.02161437,0.072358592,-0.02161437,0.252052958,,1.025212,252.2642,1.025212,0.009430338,1.025212,0.2448755,,-0.01602701,-0.01602701,0.1447009,-0.01602701,,0.09882674,0.1408524,0.8451144,,28.05481,0.5961393,0.6921607,3.141592654,3.745653,0.8578311,-0.7060258,-19.80742,53.33313,-19.80742,-0.3973778,,1,2.177001,5704.046,34.76148,35.0626,450256,-0.02161437,@NA,GOOGL
Broadcom Inc.,11135F101,BDZ78H9,Electronic Technology,Semiconductors,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,191.66,62.87917,-9.870296,43.90901,8.127975,35.78104,3.041,1,8.222224,191.52,191.67,6810.291,901175.5,3,-3,-50.31566,-0.2509424,0.2404765,-0.024737,-0.2517038,-0.2251573,0.2152903,2.466473,-0.481067,,,191.66,94.635,20231128,191.66,20250321,94.635,231128,0.5900002,-50.31566,,-0.2509424,-0.2509424,0.2404765,0.2404765,,2.0733,191.66,6.596623,,,,147.8428,,,0.1505235,,0.6432,1.2338,13.91469351,6.643481,45.41075,6.643481,0.1505235,0.1505235,6.643481,0.1505235,0.1505235,-0.024737,-0.2517038,-0.024737,-0.2517038,,0.1505235,-0.024737,0.1505235,-0.2517038,,14.44259,191.66,0.07535526,4.863855,0.07535526,-0.5845127,0.07535526,-0.930599,,63.67532,2688.5,63.67532,0.08262781,63.67532,1.411552,,5.119104,34.70097,5.119104,0.4392933,5.119104,1.22548,,14.84511647,6.058363537,11.95951448,1941.935183,213.0622835,47824.6406,14.84511647,6.058363537,11.95951448,0.056881738,0.210071699,0.065173692,14.84511647,6.058363537,11.95951448,0.377101123,0.38070615,0.264915836,0.110709,0.3409077,1.135224565,240.7174375,1.135224565,-0.046298549,1.135224565,1.885809677,0.318532702,2145.681595,0.318532702,0.01733029,0.318532702,0.968122375,0.095820063,1548.67417,0.095820063,0.047817923,0.095820063,0.76362438,0.006283221,1.205852,0.976531692,43.73224603,0.976531692,0.124266284,0.124266284,4686,4140,-5.380194314,10.45427227,-5.380194314,-0.682753274,-5.380194314,-3.153711515,-0.2792435,-1.514723,95.40042127,686.6459003,95.40042127,0.153997736,-95.40042127,-0.110840116,4.934251559,2056.451986,4.934251559,0.018037445,4.934251559,0.141996244,0.08601759,0.01557806,-1.294296,0.2198962,,1395,-41,4213,4175,103,2174,-0.004069957,0.252974484,-0.004069957,-0.203887497,-0.004069957,-0.40484615,,1.030044,252.2642,1.030044,0.009411184,1.030044,0.2372525,,-0.2251573,-0.2251573,0.2152903,-0.2251573,,0.218235,0.4110789,2.466473,,35.24255,0.5453824,0.7756745,3.141592654,3.426739,0.7127724,-0.683991,-24.10559,53.33313,-24.10559,-0.481067,,1,2.972878,6404.891,33.41781,34.65404,165358,-0.004069957,@NA,AVGO
"Tesla, Inc.",88160R101,B616C79,Consumer Durables,Motor Vehicles,Common stock,UNITED STATES,U.S. Dollar,NASDAQ,248.71,70.74408,-27.58774,43.91274,8.127975,35.78477,0.0161938,1,8.222224,249.12,249.13,30297.69,799980,3,-3,-0.8001328,-0.1955416,0.6724219,-0.02461636,-0.1873848,-0.1168345,-0.1486704,1.732355,-0.5166343,,,248.71,246.72,20231128,248.71,20250321,246.72,231128,0,-0.8001328,,-0.1955416,-0.1955416,0.6724219,0.6724219,,2.0383,248.71,2.7557,9.933267,29.23259,4.174053,147.8428,4.174053,0.2395753,0.2395753,,-0.3247,2.0383,-244.3966651,-0.4992636,45.41075,-0.4992636,-2.00295,-2.00295,-0.4992635,0.2395753,0.2395753,-0.02461636,-0.1873848,-0.02461636,-0.1873848,,0.2395753,-0.02461636,0.2395753,-0.1873848,,22.67195,248.71,0.09115817,4.863855,0.09115817,-0.5641579,0.09115817,-0.8977016,,95.46348,2688.5,95.46348,0.1730747,95.46348,2.242545,,-0.6646764,34.70097,-0.6646764,-0.1725832,-0.6646764,-0.5670021,,10.52033612,6.235569859,7.298597605,1941.935183,213.0622835,47824.6406,10.52033612,6.235569859,7.298597605,0.041146284,0.214112786,0.064385932,10.52033612,6.235569859,7.298597605,0.159273552,0.403272354,-0.041594885,0.1065483,0.1736503,0.67520207,240.7174375,0.67520207,-0.060076599,0.67520207,0.846854434,1.207684752,2145.681595,1.207684752,0.020149982,,,0.232955464,1548.67417,0.232955464,0.04837309,0.232955464,2.260579721,0.002815491,1.553717,0,43.73224603,0,-0.142804817,-0.142804817,3216,3185,-0.420660341,10.45427227,-0.420660341,0.159382103,-0.420660341,-0.15553844,0.008288642,-0.1491716,18.68391096,686.6459003,18.68391096,0.428960849,-18.68391096,0.729386157,22.17142857,2056.451986,22.17142857,0.051449288,22.17142857,2.642690384,0.2402051,1.686038,-0.01777286,0.893197,,1981,2926,-1756,175,102,1496,-0.003342345,0.252974484,-0.003342345,-0.215344146,-0.003342345,-0.432089476,,2.506516,252.2642,2.506516,0.003558305,2.506516,-2.092257,,-0.1168345,-0.1168345,-0.1486704,-0.1168345,,0.0473887,0.2887259,1.732355,,75.00149,0.2816563,0.216326,3.141592654,1.769699,1.749839,-0.3457568,-25.93228,53.33313,-25.93228,-0.5166343,,1,6.944303,30606.99,128.8374,112.4257,122070,-0.003342345,@NA,TSLA
Eli Lilly and Company,532457108,2516152,Health Technology,Pharmaceuticals: Major,Common stock,UNITED STATES,U.S. Dollar,NYSE,837.57,33.77113,13.69162,9.454357,8.127975,1.326382,3.72257,1,8.222224,836.03,837.83,3243.166,794007.2,3,-3,-29.18801,-0.3583802,-0.4663767,-0.02464176,-0.2009293,-0.1417241,0.0436778,1.452201,0.6135668,,,837.57,591.6,20231128,837.57,20250321,591.6,231128,1.500004,-29.18801,,-0.3583802,-0.3583802,-0.4663767,-0.4663767,,11.4891,837.57,23.08133,48.6843,16.09824,4.528525,147.8428,4.528525,0.2208224,0.2208224,,4.9567,11.7138,18.76843505,3.884249,45.41075,3.884249,0.25745,0.25745,3.884249,0.2208224,0.2208224,-0.02464176,-0.2009293,-0.02464176,-0.2009293,,0.2208224,-0.02464176,0.2208224,-0.2009293,,14.97787,837.57,0.01788253,4.863855,0.01788253,-0.6585399,0.01788253,-1.050242,,14.17325,2688.5,14.17325,-0.05822045,14.17325,0.1174885,,1.059203,34.70097,1.059203,0.009789092,1.059203,-0.03274527,,84.84217273,14.84012186,23.51102398,1941.935183,213.0622835,47824.6406,84.84217273,14.84012186,23.51102398,0.311561837,0.410334604,0.067126058,,14.84012186,23.51102398,,1.499012428,1.024564979,0.2630075,1.261789,0.876368198,240.7174375,0.876368198,-0.054051509,0.876368198,1.301185703,2.283207459,2145.681595,2.283207459,0.023560696,,,0.151506512,1548.67417,0.151506512,0.048043359,0.151506512,1.371491699,0.005850848,1.336339,0.441964117,43.73224603,0.441964117,-0.0219323,-0.0219323,947.538,949.379,0.084298511,10.45427227,0.084298511,0.245124778,0.084298511,0.14972291,0.1115962,0.06389531,237.062873,686.6459003,237.062873,-0.353741063,-237.062873,-1.662377242,21.82936203,2056.451986,21.82936203,0.05078624,21.82936203,2.593064869,-0.1514774,0.4653438,0.05041986,0.827149,,1324.6,-95.2,3702.5,3042.8,0,484.8,0.003497432,0.252974484,0.003497432,-0.323040053,0.003497432,-0.688184848,,0.3354137,252.2642,0.3354137,0.01216477,0.3354137,1.333208,,-0.1417241,-0.1417241,0.0436778,-0.1417241,,0.5857916,0.2420335,1.452201,,30.75488,0.1502413,0.2050516,3.141592654,0.9439937,1.780165,1.04417,32.11333,53.33313,32.11333,0.6135668,,1,1.953963,3178.396,3.85016,3.739721,78714.9,0.003497432,@NA,LLY
